author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 96167522;realtor;https://www.cian.ru/sale/flat/297465291/;Москва;sale;flat;7;9;1;36.3;9215000;Люблино; Верхние Поля;27С2;Братиславская;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304126777/;Москва;sale;flat;16;17;1;38.6;9300000;; Бианки;8к2;Рассказовка;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302925946/;Москва;sale;flat;22;23;2;35.1;9400000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
Самолет плюс;real_estate_agent;https://www.cian.ru/sale/flat/302064078/;Москва;sale;flat;4;20;1;38.0;9550000;;;вл4;Битца;
ID 96167522;realtor;https://www.cian.ru/sale/flat/290537372/;Москва;sale;flat;3;9;2;48.7;9690000;Люблино; Верхние Поля;27С2;Братиславская;
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/301521883/;Москва;sale;flat;6;12;2;57.0;10400000;; Харлампиева;44;Филатов Луг;Спортивный квартал
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304126763/;Москва;sale;flat;3;17;1;42.4;10500000;;;1;Рассказовка;
Apsis Globe;developer;https://www.cian.ru/sale/flat/296192998/;Москва;sale;flat;6;9;1;40.1;11700000;Косино-Ухтомский; Николая Старостина;вл14;Реутов;МФК CITIMIX Новокосино
Андрей Косухин;realtor;https://www.cian.ru/sale/flat/298255599/;Москва;sale;flat;29;34;2;43.0;11870000;Южное Бутово; Поляны;5Ак3;Улица Скобелевская;Столичные поляны
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/295677601/;Москва;sale;flat;12;14;1;39.3;11900000;Перово;1-я Владимирская ;35К2;Перово;
Юлия Полянина;realtor;https://www.cian.ru/sale/flat/300400833/;Москва;sale;flat;19;24;1;37.8;12800000;Митино;Муравская ;44к2;Пятницкое шоссе;Митинский лес
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303776402/;Москва;sale;flat;16;17;1;27.0;13000000;Левобережный;Смольная ;44к1;Беломорская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/304077710/;Москва;sale;flat;29;33;1;34.0;13390000;Чертаново Южное;Дорожная ;46к5;Красный Строитель;Ютаново
А101;developer;https://www.cian.ru/sale/flat/279838383/;Москва;sale;flat;17;18;1;32.5;13460818;;;;Филатов Луг;Прокшино ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303819798/;Москва;sale;flat;5;5;1;30.7;13700000;Донской;5-й Донской проезд;21К9;Площадь Гагарина;
ID 96167522;realtor;https://www.cian.ru/sale/flat/302230950/;Москва;sale;flat;6;9;2;44.9;14200000;Коньково; Генерала Антонова;5К1;Беляево;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/304148578/;Москва;sale;flat;18;22;1;37.8;14500000;Хорошево-Мневники;3-я Хорошевская ;17А;Народное Ополчение;Вереск
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301259458/;Москва;sale;flat;3;26;2;36.0;16580000;Лефортово; Крузенштерна;12к3;Авиамоторная;Символ
ID 18720981;real_estate_agent;https://www.cian.ru/sale/flat/304022527/;Москва;sale;flat;16;17;1;38.0;16990000;Крылатское;Осенний бульвар;10К1;Крылатское;
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303998089/;Москва;sale;flat;2;9;2;45.0;17290000;Фили-Давыдково;Инициативная ;10к1;Давыдково;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302837580/;Москва;sale;flat;16;36;2;61.8;18000000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/303018018/;Москва;sale;flat;7;19;2;58.4;18890000;Можайский; Толбухина;2;Сетунь;
Ирина Добронравова;realtor;https://www.cian.ru/sale/flat/303760094/;Москва;sale;flat;7;14;2;45.0;19200000;Савеловский; 8 Марта;2/10к2;Гражданская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303175823/;Москва;sale;flat;19;56;2;47.5;19700000;Раменки;проспект Генерала Дорохова;вл1к3;Минская;Will Towers
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303489248/;Москва;sale;flat;22;23;1;46.9;19800000;Чертаново Южное; Академика Янгеля;2;Улица Академика Янгеля;М-House
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/304089655/;Москва;sale;flat;2;5;2;53.0;20000000;Академический; Ивана Бабушкина;3к1;Академическая;
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447899/;Москва;sale;flat;2;16;1;45.56;20068633;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/304019000/;Москва;sale;flat;8;29;2;51.3;20400000;Теплый Стан;Ленинский проспект;131;Тропарёво;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297245626/;Москва;sale;flat;2;32;1;47.0;21500000;Хорошево-Мневники;проспект Маршала Жукова;43к5;Народное Ополчение;Wellton park
Liberty Estate;real_estate_agent;https://www.cian.ru/sale/flat/303446540/;Москва;sale;flat;23;24;2;47.2;21800000;Даниловский;Автозаводская ;23Бк2;Автозаводская;Парк Легенд
TASHIR Estate;representative_developer;https://www.cian.ru/sale/flat/292571125/;Москва;sale;flat;10;21;2;49.8;22146060;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Людмила Балушкина;realtor;https://www.cian.ru/sale/flat/300529944/;Москва;sale;flat;3;17;2;59.9;23500000;Обручевский; Обручева;5;Новаторская;
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/300931694/;Москва;sale;flat;19;23;1;45.0;24000000;Очаково-Матвеевское;Нежинская ;3А;;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297949006/;Москва;sale;flat;3;13;1;37.0;26000000;Хорошево-Мневники; Нижние Мневники;;Терехово ;Остров
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/292552746/;Москва;sale;flat;28;47;2;53.2;26350000;Хорошево-Мневники; Генерала Глаголева;14Ак1;Народное Ополчение;CRYSTAL Трилогия
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/302596075/;Москва;sale;flat;3;25;2;63.0;27000000;Очаково-Матвеевское;Озерная ;9;Очаково;О7
ID 18720981;real_estate_agent;https://www.cian.ru/sale/flat/304021753/;Москва;sale;flat;13;16;2;69.0;27250000;Филевский парк;Береговой проезд;7;Фили;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303151469/;Москва;sale;flat;3;15;2;62.6;28700000;Головинский;Пулковская ;2;Водный стадион;ЛЕНИНГРАDКА 58
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/301696101/;Москва;sale;flat;23;41;2;68.2;29900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/302251076/;Москва;sale;flat;7;18;1;47.0;30900000;Раменки; Янковского;1к3;Аминьевская;Событие
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304199291/;Москва;sale;flat;24;33;2;44.5;31000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303972593/;Москва;sale;flat;18;22;2;53.0;31000000;Очаково-Матвеевское;Нежинская ;3;Матвеевская;Городские резиденции SPIRES
AFI Development;developer;https://www.cian.ru/sale/flat/294550042/;Москва;sale;flat;4;25;2;63.8;31226272;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park Воронцовский
IKON Development;developer;https://www.cian.ru/sale/flat/302839439/;Москва;sale;flat;21;21;1;31.7;31700000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301954491/;Москва;sale;flat;12;41;2;54.0;35000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/303660349/;Москва;sale;flat;1;10;2;63.5;35000000;Хамовники;Оболенский переулок;7;Фрунзенская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/302333172/;Москва;sale;flat;9;11;2;53.0;35500000;Басманный;Большая Почтовая ;32к2;Электрозаводская;Резиденции Архитекторов
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/303531150/;Москва;sale;flat;5;8;2;68.0;36900000;Хамовники;Смоленский бульвар;22/14;Смоленская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295773203/;Москва;sale;flat;9;14;2;67.0;38000000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302644494/;Москва;sale;flat;4;4;2;80.0;38000000;Марьина роща;проезд 12-й Марьиной рощи;8С3;Марьина Роща;Лофт-квартал Studio #12
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302783912/;Москва;sale;flat;6;7;2;60.0;39000000;Дорогомилово;Большая Дорогомиловская ;5;Киевская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539841/;Москва;sale;flat;2;15;2;74.0;39000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/289972862/;Москва;sale;flat;3;7;2;40.2;39000000;Пресненский;Большой Тишинский переулок;38;Улица 1905 года;Sinatra
Sense Development;developer;https://www.cian.ru/sale/flat/300501958/;Москва;sale;flat;9;13;2;63.7;38860885;Даниловский;Подольское шоссе;3;Тульская;Logos
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303345756/;Москва;sale;flat;4;8;2;59.0;42000000;Пресненский;Большая Садовая ;1;Маяковская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303774064/;Москва;sale;flat;18;33;2;65.2;42500000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299369805/;Москва;sale;flat;1;6;2;50.0;45000000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/301561992/;Москва;sale;flat;15;46;2;66.1;45500000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
CITYZEN;real_estate_agent;https://www.cian.ru/sale/flat/303908187/;Москва;sale;flat;40;68;2;68.0;47600000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
CITYZEN;real_estate_agent;https://www.cian.ru/sale/flat/303020608/;Москва;sale;flat;17;78;2;72.3;48000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
CITYZEN;real_estate_agent;https://www.cian.ru/sale/flat/303905604/;Москва;sale;flat;25;85;2;95.0;48000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
CITYZEN;real_estate_agent;https://www.cian.ru/sale/flat/303068131/;Москва;sale;flat;15;85;2;99.0;48000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Евгений Сопов;realtor;https://www.cian.ru/sale/flat/303186255/;Москва;sale;flat;16;25;2;73.5;48500000;Раменки; Янковского;1к1;Аминьевская;Событие
Бюро недвижимости Зыряновой - Москва;real_estate_agent;https://www.cian.ru/sale/flat/298276274/;Москва;sale;flat;5;17;2;66.4;59900000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304129692/;Москва;sale;flat;8;13;2;73.0;70000000;Таганский;Котельническая набережная;1/15кА;Таганская;
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/301654748/;Москва;sale;flat;5;13;2;54.4;90000000;Хамовники; Усачева;11Б;Спортивная;Садовые кварталы
А101;developer;https://www.cian.ru/sale/flat/295067130/;Москва;sale;flat;9;9;1;34.1;7289296;;;2;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279295167/;Москва;sale;flat;2;16;1;36.4;8621258;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296804794/;Москва;sale;flat;2;13;1;32.7;9093710;;;6.1.1;Бунинская аллея;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/303156087/;Москва;sale;flat;13;30;1;36.1;10604379;Южное Бутово;м. Бунинская аллея;;Бунинская аллея;Южные Сады ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843410/;Москва;sale;flat;11;14;1;41.2;10674920;; 3-я Нововатутинская;;Кедровая;Новые Ватутинки, мкр. Центральный
А101;developer;https://www.cian.ru/sale/flat/293987377/;Москва;sale;flat;7;17;1;38.6;12158752;;;25.2;Потапово;Скандинавия ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303118222/;Москва;sale;flat;7;17;1;37.8;12400000;Нагорный;Балаклавский проспект;12К3;Чертановская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/301022965/;Москва;sale;flat;24;30;1;37.7;13654940;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Виктория Демина;realtor;https://www.cian.ru/sale/flat/304048530/;Москва;sale;flat;2;9;2;38.3;15150000;Богородское;Малая Черкизовская ;64;Преображенская площадь;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/303212123/;Москва;sale;flat;11;18;1;52.1;16050000;Кузьминки;Волгоградский проспект;116К1;Кузьминки;
Wellside;real_estate_agent;https://www.cian.ru/sale/flat/302504613/;Москва;sale;flat;22;35;1;39.9;17000000;Даниловский;проспект Лихачева;;Технопарк;Nagatino i-Land
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304087617/;Москва;sale;flat;10;12;2;52.5;17500000;Можайский; Гришина;23К6;Рабочий посёлок;
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/303064877/;Москва;sale;flat;7;19;2;58.4;18890000;Можайский; Толбухина;2;Сетунь;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300199357/;Москва;sale;flat;14;58;2;60.2;19900000;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303353161/;Москва;sale;flat;7;7;2;42.8;20500000;Дорогомилово;Кутузовский проезд;4К3;Кутузовская;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/303468593/;Москва;sale;flat;12;22;2;53.0;22000000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
А101;developer;https://www.cian.ru/sale/flat/288822126/;Москва;sale;flat;14;16;1;36.1;22985870;Сокол; Зорге;25С2;Октябрьское поле;Дом на Зорге
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301520904/;Москва;sale;flat;4;14;2;43.0;27000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/299609460/;Москва;sale;flat;6;22;2;70.5;27650000;Печатники;Южнопортовая ;;Угрешская;Portland
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/301276195/;Москва;sale;flat;27;33;2;47.4;28500000;Даниловский;Дербеневская ;20;Павелецкая;Era
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281250233/;Москва;sale;flat;7;21;2;62.0;30000000;Свиблово;Сельскохозяйственная ;38к1;Ботанический сад;LIFE-Ботанический сад
Sense Development;developer;https://www.cian.ru/sale/flat/298147653/;Москва;sale;flat;10;13;1;43.1;30125018;Даниловский;Подольское шоссе;3;Тульская;Logos
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299934509/;Москва;sale;flat;9;26;1;48.8;31000000;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/293892687/;Москва;sale;flat;35;48;2;76.0;37900000;Обручевский;Ленинский проспект;111к1;Новаторская;Well House на Ленинском
Антон Черников;realtor;https://www.cian.ru/sale/flat/303787273/;Москва;sale;flat;10;78;2;63.2;47000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Антон Черников;realtor;https://www.cian.ru/sale/flat/303666136/;Москва;sale;flat;35;85;2;89.7;48000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Sense Development;developer;https://www.cian.ru/sale/flat/298147684/;Москва;sale;flat;12;13;1;72.7;47867169;Даниловский;Подольское шоссе;3;Тульская;Logos
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302746207/;Москва;sale;flat;25;25;2;263.2;210000000;Пресненский;Зоологическая ;22;Баррикадная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304213571/;Москва;sale;flat;1;12;1;34.0;9000000;;проспект Октябрьский;17;Коммунарка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303710282/;Москва;sale;flat;1;9;2;44.2;10750000;Орехово-Борисово Северное;Борисовский проезд;8К2;Шипиловская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301793672/;Москва;sale;flat;9;29;1;30.1;11750000;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303998932/;Москва;sale;flat;5;9;2;32.0;11700000;Кунцево;Ельнинская ;22К1;Молодёжная;
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/297071145/;Москва;sale;flat;2;4;2;46.0;11794000;Соколиная гора;Щербаковская ;53;Измайлово;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/304057735/;Москва;sale;flat;6;9;1;33.0;12000000;Строгино; Маршала Катукова;19К2;Строгино;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/298830219/;Москва;sale;flat;7;9;2;33.9;12500000;Филевский парк; Василисы Кожиной;16К3;Филёвский парк;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303580164/;Москва;sale;flat;2;11;2;51.6;12550000;Северный;Долгопрудненское шоссе;6А;Физтех;Комплекс апартаментов Nord
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/303184755/;Москва;sale;flat;5;12;1;35.0;12500000;Зюзино;Одесская ;18К1;Каховская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/300708493/;Москва;sale;flat;1;5;2;41.2;12800000;Можайский;Гвардейская ;9К1;Сетунь;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303469521/;Москва;sale;flat;6;15;1;34.3;13150000;Чертаново Северное;Северное Чертаново мкр;6к608;Чертановская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299097721/;Москва;sale;flat;4;25;2;50.3;13299999;Южное Бутово;Бартеневская ;18к2;Бунинская аллея;Южные сады
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/303012874/;Москва;sale;flat;2;16;1;34.5;13250000;Марьина роща;Октябрьская ;91К2;Марьина Роща;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304241105/;Москва;sale;flat;3;9;2;46.4;13500000;Кунцево; Леси Украинки;3;Рабочий посёлок;
ID 110293877;homeowner;https://www.cian.ru/sale/flat/303249919/;Москва;sale;flat;7;9;1;34.0;13950000;Черемушки; Цюрупы;24К2;Новые Черёмушки;
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303999228/;Москва;sale;flat;4;9;2;43.0;14990000;Ясенево;Литовский бульвар;11К5;Ясенево;
ID 46995654;unknown;https://www.cian.ru/sale/flat/302508677/;Москва;sale;flat;5;9;2;45.0;15200000;Теплый Стан;Профсоюзная ;136К3;Коньково;
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/303087887/;Москва;sale;flat;3;14;1;26.86;15980000;Раменки;проспект Генерала Дорохова;39к2М;Минская;Собрание клубных домов West Garden
Trinity;real_estate_agent;https://www.cian.ru/sale/flat/303457146/;Москва;sale;flat;2;18;1;43.2;15900000;Головинский;Михалковская ;48к2;Коптево;Михалковский
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296506433/;Москва;sale;flat;8;24;2;50.7;17100000;Можайский; Толбухина;11К2;Сетунь;
ID 76295688;unknown;https://www.cian.ru/sale/flat/301905182/;Москва;sale;flat;1;5;2;60.0;17300000;Таганский; Талалихина;6С2;Пролетарская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294078191/;Москва;sale;flat;11;22;1;39.4;17900000;Печатники;Южнопортовая ;42;Печатники;Portland
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303648893/;Москва;sale;flat;6;9;2;45.0;17990000;Войковский; Зои и Александра Космодемьянских;11;Войковская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303492257/;Москва;sale;flat;4;5;2;54.4;18900000;Останкинский;Прудовой проезд;10;Телецентр;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297952059/;Москва;sale;flat;18;22;1;43.0;19300000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301789083/;Москва;sale;flat;2;14;1;40.5;21600000;Южнопортовый;Сосинская ;43;Волгоградский проспект;Champine
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/301847008/;Москва;sale;flat;2;21;2;46.0;21500000;Хорошевский;9Ак1;9Ак1;Зорге;Зорге 9 ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380366/;Москва;sale;flat;17;19;1;39.5;23147000;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303536388/;Москва;sale;flat;13;17;2;53.1;23500000;Теплый Стан;Ленинский проспект;127;Тропарёво;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304050748/;Москва;sale;flat;18;38;2;65.0;26500000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301789084/;Москва;sale;flat;20;28;2;63.9;27500000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
ID 116367804;realtor;https://www.cian.ru/sale/flat/301823645/;Москва;sale;flat;9;12;2;44.3;27700000;Замоскворечье;2-й Монетчиковский переулок;2/12;Добрынинская;
Мангазея;developer;https://www.cian.ru/sale/flat/304059546/;Москва;sale;flat;4;41;2;72.6;29976540;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
Dominanta;developer;https://www.cian.ru/sale/flat/303086921/;Москва;sale;flat;40;41;1;45.52;35278000;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/302028306/;Москва;sale;flat;21;26;2;87.0;37000000;Хорошевский;проезд Березовой Рощи;12;ЦСКА;Гранд-парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304012057/;Москва;sale;flat;17;24;2;73.3;37500000;Нагатинский затон;проспект Андропова;9/1;Технопарк;
VOS HOD;developer;https://www.cian.ru/sale/flat/300560410/;Москва;sale;flat;13;17;2;69.0;45408900;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Dominanta;developer;https://www.cian.ru/sale/flat/300728892/;Москва;sale;flat;39;41;2;65.69;48446375;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
Антон Черников;realtor;https://www.cian.ru/sale/flat/304025897/;Москва;sale;flat;24;85;2;89.7;49000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/290075868/;Москва;sale;flat;2;16;1;49.3;60000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/299319262/;Москва;sale;flat;5;8;2;122.1;154578600;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Delta estate;real_estate_agent;https://www.cian.ru/sale/flat/298201389/;Москва;sale;flat;3;8;1;18.4;4346000;Соколиная гора;Окружной проезд;15;Измайлово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379769/;Москва;sale;flat;16;17;1;30.9;8500000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/303995581/;Москва;sale;flat;1;9;1;24.0;8850000;Даниловский;5-й Рощинский проезд;7/8;Тульская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301752285/;Москва;sale;flat;16;17;1;38.3;9000000;Бирюлево Восточное;6-я Радиальная ;вл7к30;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379771/;Москва;sale;flat;11;24;1;36.1;9000000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302777120/;Москва;sale;flat;8;9;1;39.7;9000000;Перово;1-я Владимирская ;18К5;Перово;
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/300653370/;Москва;sale;flat;8;17;1;40.0;9200000;;проезд Чечерский;126;Бунинская аллея;Новое Бутово
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301675716/;Москва;sale;flat;4;5;1;30.3;9300000;Богородское;проезд 3-й Подбельского;14К2;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303817633/;Москва;sale;flat;5;18;1;34.7;9400000;Бирюлево Восточное;6-я Радиальная ;7/6к2;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302287785/;Москва;sale;flat;4;16;1;36.6;9400000;Ярославский;Ярославское шоссе;114К2;ВДНХ;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302173473/;Москва;sale;flat;5;5;1;32.1;9799000;Перово; Металлургов;17;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300009662/;Москва;sale;flat;15;16;1;38.0;9900000;Отрадное;Юрловский проезд;1;Отрадное;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302336791/;Москва;sale;flat;2;5;1;31.6;9900000;Кузьминки;Волгоградский проспект;72К2;Кузьминки;
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/288676868/;Москва;sale;flat;18;24;1;40.0;10000000;Люблино; Верхние Поля;45К2;Люблино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301567601/;Москва;sale;flat;10;14;1;41.0;10150000;Зябликово;Кустанайская ;7К4;Красногвардейская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299938068/;Москва;sale;flat;14;17;1;37.9;10350000;Братеево; Борисовские Пруды;18К1;Борисово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299115293/;Москва;sale;flat;4;9;2;37.0;10500000;Перово; Металлургов;2;Перово;
