author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042658/;Москва;sale;flat;24;79;1;72.0;63000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303226697/;Москва;sale;flat;7;12;1;39.4;7900000;;проспект Куприна;32к1;Бунинская аллея;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300921483/;Москва;sale;flat;2;19;2;62.8;25170240;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/300667260/;Москва;sale;flat;38;40;2;115.4;79000000;Обручевский;Профсоюзная ;64к2;Новые Черёмушки;Дирижабль
Иван Музалевский;realtor;https://www.cian.ru/sale/flat/303139157/;Москва;sale;flat;4;5;2;42.8;11900000;Преображенское;1-й Зборовский переулок;15;Преображенская площадь;
MR Group;developer;https://www.cian.ru/sale/flat/300288766/;Москва;sale;flat;40;54;1;29.14;19101464;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297313098/;Москва;sale;flat;3;21;2;56.6;64200000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
ID 44147381;realtor;https://www.cian.ru/sale/flat/304535605/;Москва;sale;flat;5;8;1;35.0;17990000;Тверской;Лесная ;63/43с2;Менделеевская;
MR Group;developer;https://www.cian.ru/sale/flat/302792284/;Москва;sale;flat;7;13;1;94.3;156589865;Мещанский;Садовая-Сухаревская ;14;Цветной бульвар;Клубный дом Forum
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302626552/;Москва;sale;flat;18;79;2;71.8;50000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/304671075/;Москва;sale;flat;4;15;1;36.9;19100000;Даниловский; Родченко;2;ЗИЛ;
Среда;developer;https://www.cian.ru/sale/flat/304434884/;Москва;sale;flat;8;30;1;31.03;15086786;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
ID 85604823;unknown;https://www.cian.ru/sale/flat/304706413/;Москва;sale;flat;8;44;2;44.0;30000000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Наталья Ронжина;realtor;https://www.cian.ru/sale/flat/301614406/;Москва;sale;flat;2;8;2;42.3;18800000;Аэропорт;Ленинградский проспект;78К2;Сокол;
КОРТРОС;developer;https://www.cian.ru/sale/flat/296640150/;Москва;sale;flat;5;49;2;59.19;23143290;Марьина роща;;;Марьина Роща;Тэйт ЖК
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/304734817/;Москва;sale;flat;3;12;2;59.2;68080000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/302795522/;Москва;sale;flat;2;20;2;36.0;13795200;Головинский;Михалковская ;48С4;Коптево;Михалковский
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040427/;Москва;sale;flat;4;6;1;51.2;57190400;Замоскворечье;Космодамианская набережная;4/22С9;Новокузнецкая;Клубный дом Космо 4/22
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/287929947/;Москва;sale;flat;7;22;2;75.0;39000000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
BERI;real_estate_agent;https://www.cian.ru/sale/flat/302524825/;Москва;sale;flat;5;12;2;52.1;15490000;Коптево;проезд Черепановых;72К1;Лихоборы;
Среда;developer;https://www.cian.ru/sale/flat/303626069/;Москва;sale;flat;3;27;1;35.3;14988380;Очаково-Матвеевское;Очаково мкр;;Аминьевская;Среда на Лобачевского
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304555274/;Москва;sale;flat;27;28;2;58.1;31500000;Филевский парк;Береговой проезд;5к1;Фили;Фили Град
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/294469100/;Москва;sale;flat;9;9;2;44.0;12300000;Нижегородский;Нижегородская ;49А;Нижегородская;
MR Group;developer;https://www.cian.ru/sale/flat/303451581/;Москва;sale;flat;11;29;2;55.8;21011728;Южнопортовый;Волгоградский проспект;32/3к4;Дубровка;Метрополия
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/301355208/;Москва;sale;flat;6;6;2;145.5;157936859;Якиманка; Большая Полянка;61С2;Добрынинская;
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/303002797/;Москва;sale;flat;8;25;2;42.0;16999990;Строгино; Твардовского;2к5;Строгино;Подсолнухи
PIONEER;developer;https://www.cian.ru/sale/flat/303709179/;Москва;sale;flat;9;22;1;31.0;16667801;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303589233/;Москва;sale;flat;8;18;2;84.0;62750000;Тверской; Александра Невского;27;Белорусская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/301597650/;Москва;sale;flat;5;9;2;44.8;14490000;Очаково-Матвеевское;Очаковское шоссе;11К1;Аминьевская;
MR Group;developer;https://www.cian.ru/sale/flat/298874818/;Москва;sale;flat;5;36;1;40.8;28362079;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303296300/;Москва;sale;flat;38;68;2;72.5;78000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303256815/;Москва;sale;flat;14;16;1;34.6;14400000;Хорошевский; Поликарпова;19К2;Беговая;
Forma;developer;https://www.cian.ru/sale/flat/300887190/;Москва;sale;flat;4;27;2;64.0;27504000;Аэропорт;Часовая ;28к8;Сокол;SOUL
Марина Добровольская;realtor;https://www.cian.ru/sale/flat/304513763/;Москва;sale;flat;11;12;1;36.0;12100000;Измайлово;2-я Прядильная ;6;Измайловская;
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/304329908/;Москва;sale;flat;24;44;2;69.0;31700000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Снегири;developer;https://www.cian.ru/sale/flat/304281817/;Москва;sale;flat;6;8;2;167.0;160000000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/301716912/;Москва;sale;flat;48;64;2;104.0;88000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304681317/;Москва;sale;flat;4;25;2;58.3;14500000;; Никитина;11к11;Рассказовка;
VOS HOD;developer;https://www.cian.ru/sale/flat/300560439/;Москва;sale;flat;8;17;2;71.8;43991860;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/304330132/;Москва;sale;flat;7;15;2;120.0;149500000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779311/;Москва;sale;flat;3;25;2;43.2;19900000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
Sense Development;developer;https://www.cian.ru/sale/flat/304541771/;Москва;sale;flat;6;13;1;32.3;18928316;Даниловский;Подольское шоссе;3;Тульская;Logos
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302837942/;Москва;sale;flat;8;18;2;84.0;62750000;Тверской; Александра Невского;27;Белорусская;
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/304719502/;Москва;sale;flat;9;33;1;32.0;14500000;Очаково-Матвеевское;;1.1;Аминьевская;Матвеевский Парк ЖК
Мангазея;developer;https://www.cian.ru/sale/flat/302850687/;Москва;sale;flat;4;21;1;48.0;24209040;Щукино;Щукинская ;3;Щукинская;Интонация
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301362196/;Москва;sale;flat;3;15;1;65.0;61000000;Раменки;Мосфильмовская ;31А;Ломоносовский проспект;KING & SONS
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293510493/;Москва;sale;flat;8;22;2;87.2;38000000;Раменки; Пырьева;9К1;Поклонная;
Hutton Development;developer;https://www.cian.ru/sale/flat/304286459/;Москва;sale;flat;2;6;1;48.3;95634000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303224164/;Москва;sale;flat;18;26;2;41.9;20500000;Нагатино-Садовники;Нагатинская набережная;;;Level Нагатинская
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302727231/;Москва;sale;flat;10;18;1;34.9;14600000;Останкинский;Березовая аллея;17к1;Ботанический сад;Green park
Пионер;developer;https://www.cian.ru/sale/flat/301459957/;Москва;sale;flat;4;11;1;56.1;52874642;Даниловский;;;Павелецкая;Опус ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299107582/;Москва;sale;flat;5;6;2;94.0;111110000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301194318/;Москва;sale;flat;16;17;2;37.7;9290000;;;к10-11;Бунинская аллея;Эко Бунино ЖК
Dominanta;developer;https://www.cian.ru/sale/flat/303673907/;Москва;sale;flat;18;34;2;50.8;34137600;Раменки;Потылиха кв-л;;;hideOUT
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299250573/;Москва;sale;flat;4;22;2;55.0;42500000;Якиманка;Мытная ;40к1;Октябрьская;Sky House
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303345756/;Москва;sale;flat;4;8;2;59.0;42000000;Пресненский;Большая Садовая ;1;Маяковская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298849163/;Москва;sale;flat;3;10;1;45.5;23596300;;;В14 кв-л;Павшино;Сберсити ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/300577056/;Москва;sale;flat;35;78;2;83.0;63000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303787673/;Москва;sale;flat;3;16;2;57.0;17500000;;проспект Прокшинский;10;Прокшино;Прокшино
Absolute Premium;developer;https://www.cian.ru/sale/flat/304065730/;Москва;sale;flat;7;18;1;49.8;54145000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/280116651/;Москва;sale;flat;62;77;2;111.0;149000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
ID 56226475;homeowner;https://www.cian.ru/sale/flat/303735220/;Москва;sale;flat;20;25;2;55.4;13699999;Люблино;Юго-Восточный ао;к3;Перерва;Светлый Мир Станция Л ЖК
КОРТРОС;developer;https://www.cian.ru/sale/flat/289743607/;Москва;sale;flat;33;41;2;66.47;32756416;Пресненский;Шмитовский проезд;39к5;Шелепиха;Headliner
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302999320/;Москва;sale;flat;4;8;2;69.8;60148274;Хамовники;Смоленский бульвар;22/14;Смоленская;
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447803/;Москва;sale;flat;2;16;2;55.54;21288482;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/301919439/;Москва;sale;flat;2;10;1;42.4;18020000;;;В17 кв-л;Опалиха;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303875575/;Москва;sale;flat;21;36;2;58.0;35000000;Хорошево-Мневники;Шелепихинская набережная;42к2;Полежаевская;FreeDOM
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304533287/;Москва;sale;flat;8;19;2;73.4;46000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
COLDY;developer;https://www.cian.ru/sale/flat/297997304/;Москва;sale;flat;2;14;1;101.91;206877300;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
ID 63101964;homeowner;https://www.cian.ru/sale/flat/303111460/;Москва;sale;flat;15;36;2;60.0;28900000;Пресненский;Мукомольный проезд;2;Шелепиха;
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/304741611/;Москва;sale;flat;2;9;1;33.2;21900000;Хамовники;Комсомольский проспект;23/7к2;Фрунзенская;
Группа Родина;developer;https://www.cian.ru/sale/flat/304258051/;Москва;sale;flat;2;19;2;41.9;20835750;Можайский;;;Давыдково;Родина Парк ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380827/;Москва;sale;flat;2;6;2;107.0;161566167;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303945348/;Москва;sale;flat;3;17;2;56.8;19290000;Чертаново Северное;Кировоградская ;7;Южная;
Sminex;developer;https://www.cian.ru/sale/flat/304423664/;Москва;sale;flat;22;23;1;298.3;448200000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/292945866/;Москва;sale;flat;5;15;2;57.4;33000000;Якиманка; Шаболовка;23к2;Шаболовская;Созвездие Капитал-1
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/303155483/;Москва;sale;flat;3;7;2;80.0;29290000;Басманный;Нижняя Красносельская ;35С2;Бауманская;Kleinhouse
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/291868741/;Москва;sale;flat;3;13;1;54.02;30299818;;;В20 кв-л;Павшино;Сберсити ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/296060335/;Москва;sale;flat;51;53;2;37.4;19500000;Очаково-Матвеевское;;к1;Мичуринский проспект;Левел Мичуринский ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303223319/;Москва;sale;flat;4;12;2;45.0;11500000;; Липовый Парк;7;Коммунарка;
MR Group;developer;https://www.cian.ru/sale/flat/303861535/;Москва;sale;flat;7;54;1;36.57;22134358;Хорошево-Мневники;;;Полежаевская;Джойс ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304293060/;Москва;sale;flat;23;29;2;68.1;32800000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/301449141/;Москва;sale;flat;21;22;2;39.9;11700000;; Картмазовские Пруды;2к3;Филатов Луг;Филатов луг
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/300423805/;Москва;sale;flat;2;13;1;56.19;26499204;;;В21 кв-л;Опалиха;Сберсити ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380842/;Москва;sale;flat;33;73;2;103.0;110000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
ID 515728;unknown;https://www.cian.ru/sale/flat/304001773/;Москва;sale;flat;5;9;2;35.0;13850000;Коптево;4-й Новомихалковский проезд;6;Лихоборы;
Tekta Group;developer;https://www.cian.ru/sale/flat/303506233/;Москва;sale;flat;8;28;1;39.7;17789570;Нагорный;;1;Нагорная;Твелв ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/290001136/;Москва;sale;flat;2;6;2;75.0;84750000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303274502/;Москва;sale;flat;3;9;1;32.1;12690000;Южнопортовый;5-я Кожуховская ;22К2;Кожуховская;
СИТИ21;developer;https://www.cian.ru/sale/flat/296066521/;Москва;sale;flat;13;15;2;111.0;56181964;Останкинский;проспект Мира;95;Алексеевская;Hill8
Артем Ченцов;realtor;https://www.cian.ru/sale/flat/302772342/;Москва;sale;flat;9;30;2;49.8;26000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/303807545/;Москва;sale;flat;14;17;2;64.0;15990000;; Бориса Пастернака;49;Мичуринец;
MR Group;developer;https://www.cian.ru/sale/flat/276155299/;Москва;sale;flat;3;57;1;42.77;24617001;Филевский парк;;;Фили;Фили Сити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301520504/;Москва;sale;flat;2;21;2;116.0;142000000;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
А101;developer;https://www.cian.ru/sale/flat/295067550/;Москва;sale;flat;2;9;2;37.9;7149325;;;2;Толстопальцево;Родные кварталы ЖК
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/304455364/;Москва;sale;flat;7;27;1;44.8;21504000;Басманный; Фридриха Энгельса;56;Бауманская;Премиум-квартал 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300015723/;Москва;sale;flat;20;39;2;64.0;37000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ID 47557721;homeowner;https://www.cian.ru/sale/flat/303160728/;Москва;sale;flat;8;12;2;58.3;12600000;НАО (Новомосковский);проспект Куприна;40к1;;Эко Бунино
Мангазея;developer;https://www.cian.ru/sale/flat/304059533/;Москва;sale;flat;3;41;2;72.5;29819250;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304224403/;Москва;sale;flat;1;19;2;94.2;67000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
MR Group;developer;https://www.cian.ru/sale/flat/304434457/;Москва;sale;flat;9;21;2;39.44;14265342;Покровское-Стрешнево;Волоколамское шоссе;95/1к12;Трикотажная;City Bay
Пионер;developer;https://www.cian.ru/sale/flat/301460115/;Москва;sale;flat;6;26;1;24.4;19219054;Даниловский;;;Павелецкая;Хай Лайф ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304132271/;Москва;sale;flat;11;43;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/300284866/;Москва;sale;flat;19;24;2;70.0;42000000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Стадион Спартак;developer;https://www.cian.ru/sale/flat/292442347/;Москва;sale;flat;3;13;1;45.4;23081360;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/303476285/;Москва;sale;flat;9;29;2;68.1;40000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300812063/;Москва;sale;flat;2;3;2;77.0;50000000;Хамовники;Саввинская набережная;5;Киевская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040538/;Москва;sale;flat;5;8;1;48.3;36852900;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Элитный жилой комплекс 
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299723346/;Москва;sale;flat;63;66;1;86.0;90000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
ID 466704;homeowner;https://www.cian.ru/sale/flat/304147701/;Москва;sale;flat;21;25;2;63.8;24990000;Фили-Давыдково;Инициативная ;7к3;Давыдково;
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/304087556/;Москва;sale;flat;7;15;2;40.8;24984579;Раменки;Винницкая ;8к3;Раменки;Настоящее
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/304638302/;Москва;sale;flat;18;27;2;64.2;36800000;Раменки;Винницкая ;8к1;Раменки;Настоящее
Liberty Estate;real_estate_agent;https://www.cian.ru/sale/flat/304275053/;Москва;sale;flat;5;9;1;32.0;13300000;Донской;Загородное шоссе;15К2;Крымская;
COLDY;developer;https://www.cian.ru/sale/flat/303330139/;Москва;sale;flat;2;15;1;35.27;28877924;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304247865/;Москва;sale;flat;4;28;2;85.0;26500000;Даниловский;1-я оч.;к5;ЗИЛ;Shagal
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301389058/;Москва;sale;flat;7;7;2;62.5;21900000;Южнопортовый; Трофимова;22К2;Кожуховская;
GloraX;developer;https://www.cian.ru/sale/flat/303477025/;Москва;sale;flat;4;21;1;53.11;29079999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/304419580/;Москва;sale;flat;5;14;2;79.1;118650000;Замоскворечье;Космодамианская набережная;4/22кБ;Новокузнецкая;
Мечты в квадрате;real_estate_agent;https://www.cian.ru/sale/flat/304705680/;Москва;sale;flat;6;9;2;66.0;41000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299137613/;Москва;sale;flat;4;12;1;45.87;23045088;;;В19 кв-л;Павшино;Сберсити ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590858/;Москва;sale;flat;3;8;2;59.3;48800000;Даниловский;Хавская ;9;Шаболовская;Residence Hall Шаболовский
ID 96167522;realtor;https://www.cian.ru/sale/flat/298882717/;Москва;sale;flat;9;9;1;36.5;9215000;Люблино; Верхние Поля;27С2;Братиславская;
MR Group;developer;https://www.cian.ru/sale/flat/303541823/;Москва;sale;flat;18;44;1;41.34;21971194;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Москва;sale;flat;9;10;2;82.0;80000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Главстрой;developer;https://www.cian.ru/sale/flat/296871845/;Москва;sale;flat;2;14;1;31.0;11333073;Рязанский;Рязанский проспект;;Окская;balance
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576242/;Москва;sale;flat;15;22;2;38.4;29255040;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
ID 87796330;homeowner;https://www.cian.ru/sale/flat/304516117/;Москва;sale;flat;6;21;1;35.1;16497000;Очаково-Матвеевское;Очаковское шоссе;9А;Давыдково;Vangarden
Level Group;developer;https://www.cian.ru/sale/flat/301565134/;Москва;sale;flat;11;23;2;34.9;;Печатники;;13;Кожуховская;Левел Южнопортовая ЖК
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/299661848/;Москва;sale;flat;2;14;2;57.0;28160045;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303397064/;Москва;sale;flat;30;41;2;57.0;29500000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300553173/;Москва;sale;flat;2;14;2;69.9;35000000;Мещанский; Гиляровского;4К1;Сухаревская;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095088/;Москва;sale;flat;2;27;2;55.8;23486220;Лефортово;;;Римская;Символ ЖК
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/sale/flat/298381402/;Москва;sale;flat;8;21;2;51.0;45000000;Пресненский;набережная Пресненская;10с2;Деловой центр;МФК IQ-квартал
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303762197/;Москва;sale;flat;8;19;2;60.0;32500000;"Стильный ""лофт"" в е Беговой2-комн. апартаменты";60 м²;;;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370745/;Москва;sale;flat;2;6;1;39.0;19500000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299568402/;Москва;sale;flat;4;23;2;70.0;44990000;Хорошевский;9Ак1;9Ак1;Зорге;Зорге 9 ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303196371/;Москва;sale;flat;14;28;2;67.0;28900000;Можайский;переулок 2-й Петра Алексеева;5;Рабочий посёлок;КутузовGRAD II
Sminex;developer;https://www.cian.ru/sale/flat/303125654/;Москва;sale;flat;8;14;1;44.6;26190000;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/302301195/;Москва;sale;flat;3;18;2;48.0;31690000;Раменки; Янковского;1к2;Аминьевская;Событие
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300140948/;Москва;sale;flat;11;20;1;44.0;22490000;Левобережный;Ленинградское шоссе;69;Беломорская;Aquatoria
КРОСТ;developer;https://www.cian.ru/sale/flat/296745539/;Москва;sale;flat;21;28;1;36.9;18117900;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
Eightmix Property;real_estate_agent;https://www.cian.ru/sale/flat/303006952/;Москва;sale;flat;12;22;2;92.1;45000000;Раменки; Пырьева;9к2;Поклонная;
АЙГРИН;developer;https://www.cian.ru/sale/flat/304295911/;Москва;sale;flat;6;14;2;52.73;11862950;Силино;проспект Генерала Алексеева;17с1;Зеленоград — Крюково;Апарт-отель Сигма Силино
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095566/;Москва;sale;flat;2;49;2;67.2;29749440;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303275971/;Москва;sale;flat;3;13;2;65.6;49800000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
3SGroup;developer;https://www.cian.ru/sale/flat/299379062/;Москва;sale;flat;2;17;1;25.7;7366334;;;;Корниловская;FOREVILLE
Forma;developer;https://www.cian.ru/sale/flat/303666807/;Москва;sale;flat;7;25;2;69.3;29650420;Печатники;Южнопортовая ;;Печатники;Portland
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301628710/;Москва;sale;flat;2;5;2;75.1;84500000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/304696227/;Москва;sale;flat;3;12;2;65.6;82000000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
Capital Group;developer;https://www.cian.ru/sale/flat/301712489/;Москва;sale;flat;28;67;2;72.8;70000000;Пресненский;;;Москва-Сити;Capital Towers
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304301310/;Москва;sale;flat;4;7;2;69.7;93446700;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/290294224/;Москва;sale;flat;5;28;2;52.0;13936000;Отрадное;Отрадная ;4А;Отрадное;Малевич
;developer;https://www.cian.ru/sale/flat/288821954/;Москва;sale;flat;3;16;2;54.2;26000289;Сокол; Зорге;25С2;Зорге;Дом на Зорге
